"","regex_count","uid","method"
"1577","1","wos:000370833000004","full_text"
"1578","1","wos:000368410900020","full_text"
"1579","14","pubmed-35159313","full_text"
"1580","1","wos:000369182200014","full_text"
"1581","1","wos:000371783000001","full_text"
"1582","29","wos:000373444900001","full_text"
"1583","39","wos:000375885600011","full_text"
"1584","1","wos:000377937400007","full_text"
"1585","6","wos:000379522500002","full_text"
"1586","1","wos:000379707600024","full_text"
"1587","16","wos:000380678600041","full_text"
"1588","1","scopus-2-s2.0-85129001194","full_text"
"1589","4","wos:000386168300001","full_text"
"1590","1","pubmed-26620558","full_text"
"1591","3","wos:000389695700034","full_text"
"1592","3","wos:000390083400016","full_text"
"1593","5","wos:000390420100012","full_text"
"1594","11","wos:000390731500012","full_text"
"1595","2","wos:000390966400007","full_text"
"1596","1","wos:000391844200023","full_text"
"1597","5","wos:000391901600016","full_text"
"1598","1","wos:000392133900034","full_text"
"1599","1","wos:000393422200053","full_text"
"1600","31","wos:000392133900063","full_text"
"1601","1","wos:000392134900009","full_text"
"1602","24","wos:000392250500001","full_text"
"1603","5","wos:000392286400001","full_text"
"1604","1","wos:000392405300118","full_text"
"1605","5","wos:000393455500004","full_text"
"1606","9","wos:000393547300001","full_text"
"1607","2","wos:000392604900002","full_text"
"1608","5","wos:000392710500025","full_text"
"1609","1","wos:000393216000002","full_text"
"1610","7","wos:000393269100035","full_text"
"1611","1","wos:000393712800001","full_text"
"1612","7","wos:000393756900019","full_text"
"1613","1","wos:000393886100001","full_text"
"1614","14","wos:000393886100028","full_text"
"1615","24","wos:000393922500002","full_text"
"1616","2","wos:000394160200001","full_text"
"1617","8","wos:000394164100011","full_text"
"1618","11","wos:000394327600001","full_text"
"1619","1","wos:000394371500001","full_text"
"1620","5","wos:000394537100010","full_text"
"1621","1","wos:000394927600024","full_text"
"1622","1","wos:000394964100004","full_text"
"1623","8","wos:000394964100023","full_text"
"1624","4","wos:000395063600003","full_text"
"1625","4","wos:000395077200018","full_text"
"1626","63","wos:000395077200019","full_text"
"1627","1","wos:000395077200020","full_text"
"1628","3","wos:000395078900011","full_text"
"1629","1","wos:000395078900015","full_text"
"1630","1","wos:000395078900019","full_text"
"1631","2","wos:000395244800001","full_text"
"1632","46","wos:000396270500018","full_text"
"1633","1","wos:000396270500020","full_text"
"1634","7","wos:000396428800010","full_text"
"1635","14","wos:000396453800007","full_text"
"1636","1","wos:000396635500018","full_text"
"1637","8","wos:000577095400004","full_text"
"1638","4","wos:000397039500036","full_text"
"1639","1","wos:000397071100031","full_text"
"1640","3","wos:000397194800006","full_text"
"1641","1","wos:000397257600057","full_text"
"1642","1","wos:000397298900017","full_text"
"1643","16","wos:000397317100035","full_text"
"1644","1","wos:000397403300007","full_text"
"1645","11","wos:000397409600002","full_text"
"1646","3","wos:000397447100041","full_text"
"1647","7","wos:000399378100008","full_text"
"1648","1","wos:000577143400131","full_text"
"1649","1","wos:000397494700004","full_text"
"1650","3","wos:000397504500003","full_text"
"1651","1","wos:000397567900011","full_text"
"1652","9","wos:000399397300003","full_text"
"1653","9","wos:000397919400006","full_text"
"1654","14","wos:000397965600001","full_text"
"1655","8","wos:000398034800001","full_text"
"1656","1","wos:000254819900003","full_text"
"1657","1","wos:000398506900039","full_text"
"1658","1","wos:000398743500071","full_text"
"1659","13","wos:000398820300001","full_text"
"1660","20","wos:000398989900001","full_text"
"1661","11","wos:000399262300008","full_text"
"1662","24","wos:000399460900020","full_text"
"1663","2","pubmed-35471147","full_text"
"1664","2","wos:000399501300006","full_text"
"1665","6","wos:000399501800015","full_text"
"1666","1","wos:000399529800001","full_text"
"1667","2","embase-2003376285","full_text"
"1668","4","wos:000399933800002","full_text"
"1669","1","embase-2003376299","full_text"
"1670","1","pubmed-23844373","full_text"
"1671","1","wos:000400212200033","full_text"
"1672","1","wos:000400533800036","full_text"
"1673","2","wos:000400563900009","full_text"
"1674","8","wos:000400767700006","full_text"
"1675","12","wos:000400969800004","full_text"
"1676","1","wos:000401058100001","full_text"
"1677","1","wos:000401118600007","full_text"
"1678","1","wos:000401122200004","full_text"
"1679","15","wos:000407076300008","full_text"
"1680","12","wos:000401196900001","full_text"
"1681","8","pubmed-35314851","full_text"
"1682","1","wos:000401485500039","full_text"
"1683","39","wos:000401797800064","full_text"
"1684","1","wos:000402237500004","full_text"
"1685","7","wos:000402458800003","full_text"
"1686","5","wos:000402726600029","full_text"
"1687","1","wos:000407080100064","full_text"
"1688","5","wos:000402563000001","full_text"
"1689","21","wos:000402606700016","full_text"
"1690","3","wos:000402639400124","full_text"
"1691","9","wos:000402824700026","full_text"
"1692","16","wos:000402986000008","full_text"
"1693","28","wos:000402994400022","full_text"
"1694","3","wos:000402995800011","full_text"
"1695","1","wos:000403081900013","full_text"
"1696","41","wos:000403323300001","full_text"
"1697","1","wos:000406987300041","full_text"
"1698","1","wos:000403328700083","full_text"
"1699","3","wos:000403348100006","full_text"
"1700","12","wos:000403643900067","full_text"
"1701","1","wos:000403726300005","full_text"
"1702","8","wos:000403760400001","full_text"
"1703","28","wos:000403791500015","full_text"
"1704","2","wos:000403889700008","full_text"
"1705","2","wos:000403899000011","full_text"
"1706","1","wos:000403907700008","full_text"
"1707","6","wos:000405495200015","full_text"
"1708","5","wos:000403911900007","full_text"
"1709","4","wos:000404113900163","full_text"
"1710","1","wos:000404404600014","full_text"
"1711","3","wos:000404445500002","full_text"
"1712","10","wos:000404467700007","full_text"
"1713","5","wos:000404665900001","full_text"
"1714","1","wos:000404699700018","full_text"
"1715","2","wos:000404705100003","full_text"
"1716","1","wos:000404789100001","full_text"
"1717","8","wos:000404866700001","full_text"
"1718","2","wos:000405119600015","full_text"
"1719","1","wos:000405209600010","full_text"
"1720","5","wos:000405315500004","full_text"
"1721","1","wos:000405326300007","full_text"
"1722","4","wos:000405463300009","full_text"
"1723","1","wos:000405476300008","full_text"
"1724","3","wos:000405552500002","full_text"
"1725","1","wos:000405710900005","full_text"
"1726","7","wos:000405710900020","full_text"
"1727","1","wos:000405805400020","full_text"
"1728","11","wos:000405805400025","full_text"
"1729","28","wos:000405809700011","full_text"
"1730","1","wos:000406036700005","full_text"
"1731","16","wos:000406255900014","full_text"
"1732","1","embase-70502680","full_text"
"1733","14","wos:000406275500001","full_text"
"1734","3","wos:000406296500009","full_text"
"1735","1","wos:000406364400001","full_text"
"1736","13","wos:000406503500053","full_text"
"1737","1","wos:000406503500076","full_text"
"1738","1","wos:000406542600001","full_text"
"1739","5","wos:000406926700010","full_text"
"1740","13","wos:000406820900001","full_text"
"1741","27","wos:000406926700024","full_text"
"1742","1","wos:000407129000069","full_text"
"1743","11","wos:000407130400011","full_text"
"1744","5","wos:000407538700020","full_text"
"1745","4","wos:000407787600003","full_text"
"1746","8","wos:000407809100007","full_text"
"1747","46","wos:000407861600005","full_text"
"1748","16","wos:000407931900010","full_text"
"1749","1","wos:000407936000002","full_text"
"1750","40","wos:000408280600001","full_text"
"1751","3","wos:000408861400010","full_text"
"1752","2","wos:000408944300017","full_text"
"1753","2","wos:000581985500015","full_text"
"1754","1","wos:000409039000038","full_text"
"1755","1","wos:000409039000067","full_text"
"1756","1","wos:000582695800011","full_text"
"1757","2","wos:000409146500001","full_text"
"1758","19","wos:000409146900002","full_text"
"1759","34","wos:000409308900002","full_text"
"1760","1","wos:000410063400047","full_text"
"1761","7","wos:000410282500001","full_text"
"1762","6","wos:000410470000039","full_text"
"1763","1","wos:000410682900002","full_text"
"1764","20","wos:000411048800001","full_text"
"1765","5","wos:000582917800001","full_text"
"1766","1","embase-72293900","full_text"
"1767","15","wos:000411128900010","full_text"
"1768","1","wos:000411172700020","full_text"
"1769","3","wos:000411185900001","full_text"
"1770","1","pubmed-35476595","full_text"
"1771","5","wos:000411231700013","full_text"
"1772","3","wos:000411339900090","full_text"
"1773","8","wos:000412427100009","full_text"
"1774","12","wos:000582920900001","full_text"
"1775","1","wos:000411603300001","full_text"
"1776","11","wos:000411962700018","full_text"
"1777","27","wos:000412066700067","full_text"
"1778","1","wos:000412138800007","full_text"
"1779","4","wos:000412677500001","full_text"
"1780","21","wos:000412737500003","full_text"
"1781","43","wos:000412767600015","full_text"
"1782","13","wos:000412800500011","full_text"
"1783","11","wos:000413247100006","full_text"
"1784","11","wos:000413247100007","full_text"
"1785","18","wos:000413652400007","full_text"
"1786","2","embase-2001203281","full_text"
"1787","8","wos:000413825900011","full_text"
"1788","6","wos:000413907000012","full_text"
"1789","2","wos:000414351900004","full_text"
"1790","3","wos:000415341900034","full_text"
"1791","35","wos:000414566600027","full_text"
"1792","3","wos:000416979500023","full_text"
"1793","15","wos:000414644100005","full_text"
"1794","1","wos:000414772200002","full_text"
"1795","1","wos:000417466100001","full_text"
"1796","2","wos:000419284200015","full_text"
"1797","2","embase-2001203822","full_text"
"1798","62","wos:000414907000007","full_text"
"1799","38","wos:000414915900026","full_text"
"1800","1","wos:000415009400009","full_text"
"1801","1","embase-70860000","full_text"
"1802","1","wos:000415098100024","full_text"
"1803","6","wos:000416226200005","full_text"
"1804","20","wos:000422389300036","full_text"
"1805","2","wos:000422389300063","full_text"
"1806","55","wos:000422389300097","full_text"
"1807","3","wos:000422389300115","full_text"
"1808","1","wos:000429407500058","full_text"
"1809","6","wos:000429421400004","full_text"
"1810","1","wos:000458993300008","full_text"
"1811","18","pubmed-35319980","full_text"
"1812","4","wos:000482200700008","full_text"
"1813","1","scopus-2-s2.0-85126627891","full_text"
"1814","6","scopus-2-s2.0-85125779297","full_text"
"1815","18","wos:000500342900003","full_text"
"1816","4","wos:000505134200001","full_text"
"1817","1","pubmed-21630115","full_text"
"1818","1","wos:000528436100001","full_text"
"1819","1","wos:000532830800001","full_text"
"1820","1","wos:000537575100001","full_text"
"1821","1","wos:000538976400006","full_text"
"1822","2","wos:000539655200001","full_text"
"1823","18","wos:000541788700031","full_text"
"1824","1","wos:000542091600001","full_text"
"1825","1","wos:000542844600017","full_text"
"1826","1","wos:000542844600037","full_text"
"1827","37","wos:000544612300004","full_text"
"1828","2","wos:000544703400001","full_text"
"1829","6","wos:000545409600001","full_text"
"1830","14","wos:000546045900024","full_text"
"1831","1","wos:000546917200001","full_text"
"1832","1","wos:000546944500001","full_text"
"1833","2","embase-70502347","full_text"
"1834","1","wos:000547489300005","full_text"
"1835","2","wos:000547741500001","full_text"
"1836","16","wos:000547764600001","full_text"
"1837","34","wos:000548287600013","full_text"
"1838","10","wos:000549619600005","full_text"
"1839","11","wos:000549722900001","full_text"
"1840","8","wos:000549800700001","full_text"
"1841","5","wos:000550032300009","full_text"
"1842","2","wos:000550057200164","full_text"
"1843","1","wos:000551146600001","full_text"
"1844","1","wos:000552577400031","full_text"
"1845","9","pubmed-35464765","full_text"
"1846","3","wos:000553109000003","full_text"
"1847","4","wos:000553287200001","full_text"
"1848","15","wos:000553388200002","full_text"
"1849","4","wos:000553761600001","full_text"
"1850","27","wos:000554492000001","full_text"
"1851","2","wos:000555413400001","full_text"
"1852","6","wos:000555895400018","full_text"
"1853","3","wos:000556211400001","full_text"
"1854","6","wos:000560723500001","full_text"
"1855","22","wos:000557188800001","full_text"
"1856","2","wos:000558028000001","full_text"
"1857","1","wos:000558124400001","full_text"
"1858","2","embase-2001203835","full_text"
"1859","1","wos:000558142300005","full_text"
"1860","10","wos:000559408700001","full_text"
"1861","6","wos:000560465800036","full_text"
"1862","4","wos:000562019700007","full_text"
"1863","16","wos:000562454500024","full_text"
"1864","18","wos:000562486700006","full_text"
"1865","1","wos:000562857600001","full_text"
"1866","5","wos:000565058500001","full_text"
"1867","1","wos:000565081300001","full_text"
"1868","3","wos:000563977000013","full_text"
"1869","11","wos:000564218500001","full_text"
"1870","1","wos:000564496400001","full_text"
"1871","30","wos:000566237100001","full_text"
"1872","2","wos:000566845600006","full_text"
"1873","16","wos:000567800500001","full_text"
"1874","4","wos:000568034700001","full_text"
"1875","26","wos:000585810200015","full_text"
"1876","45","wos:000568604600001","full_text"
"1877","1","wos:000569308600002","full_text"
"1878","11","wos:000571124500004","full_text"
"1879","24","wos:000573287100008","full_text"
"1880","6","wos:000573370200006","full_text"
"1881","1","wos:000574243200002","full_text"
"1882","19","wos:000574296400014","full_text"
"1883","11","wos:000575169600017","full_text"
"1884","1","wos:000576945000003","full_text"
"1885","1","wos:000579188500010","full_text"
"1886","1","wos:000579188500017","full_text"
"1887","15","wos:000579384600002","full_text"
"1888","18","wos:000579388500002","full_text"
"1889","2","wos:000579698700002","full_text"
"1890","5","wos:000579784900012","full_text"
"1891","1","wos:000580381800001","full_text"
"1892","1","wos:000581338100001","full_text"
"1893","1","wos:000585221200013","full_text"
"1894","1","wos:000585634000001","full_text"
"1895","15","wos:000586207800001","full_text"
"1896","1","wos:000587331400001","full_text"
"1897","16","wos:000589984900001","full_text"
"1898","11","wos:000588003400003","full_text"
"1899","2","wos:000589157100001","full_text"
"1900","1","wos:000589301700001","full_text"
"1901","9","wos:000590055200002","full_text"
"1902","5","wos:000590105700002","full_text"
"1903","1","wos:000596820400041","full_text"
"1904","24","wos:000593108100009","full_text"
"1905","1","wos:000593820000001","full_text"
"1906","1","wos:000594824100033","full_text"
"1907","2","wos:000595263800034","full_text"
"1908","2","wos:000595516100001","full_text"
"1909","20","wos:000595873500004","full_text"
"1910","1","embase-2001203872","full_text"
"1911","8","wos:000597340700003","full_text"
"1912","5","wos:000597410300008","full_text"
"1913","15","wos:000597472400001","full_text"
"1914","5","wos:000597561600001","full_text"
"1915","16","wos:000597615600001","full_text"
"1916","1","wos:000598004400007","full_text"
"1917","33","wos:000598177400014","full_text"
"1918","3","wos:000598485600005","full_text"
"1919","2","wos:000598519500007","full_text"
"1920","1","wos:000598682000001","full_text"
"1921","1","wos:000599523300018","full_text"
"1922","1","wos:000599922300001","full_text"
"1923","19","wos:000600081400003","full_text"
"1924","1","wos:000600134200001","full_text"
"1925","1","wos:000600595700002","full_text"
"1926","20","wos:000600608300073","full_text"
"1927","24","wos:000603646200005","full_text"
"1928","1","wos:000602271500001","full_text"
"1929","50","wos:000602877600001","full_text"
"1930","1","wos:000603517600020","full_text"
"1931","25","wos:000606706400003","full_text"
"1932","1","wos:000607111200032","full_text"
"1933","4","wos:000607572600008","full_text"
"1934","1","wos:000610830100001","full_text"
"1935","1","wos:000618610700009","full_text"
"1936","1","wos:000634638700001","full_text"
"1937","2","wos:000648434900012","full_text"
"1938","1","wos:000672492100004","full_text"
"1939","4","wos:000715401700004","full_text"
"1940","1","pubmed-35068466","full_text"
"1941","34","wos:a1991ge58700003","full_text"
"1942","2","wos:a1993kh61400060","full_text"
"1943","1","wos:a1993kj78300008","full_text"
"1944","11","wos:a1993lw90700009","full_text"
"1945","1","wos:a1993lx75000086","full_text"
"1946","8","pubmed-35379353","full_text"
"1947","1","pubmed-35443102","full_text"
"1948","5","wos:a1996up61300008","full_text"
"1949","2","wos:a1996vn91800051","full_text"
"1950","1","pubmed-35538266","full_text"
"1951","14","wos:a1997xb47900048","full_text"
"1952","1","scopus-2-s2.0-85122734460","full_text"
"1953","18","pubmed-16275899","full_text"
"1954","1","pubmed-11140685","full_text"
"1955","11","pubmed-14501020","full_text"
"1956","30","pubmed-15578094","full_text"
"1957","1","pubmed-17192930","full_text"
"1958","8","pubmed-18292081","full_text"
"1959","1","pubmed-18418360","full_text"
"1960","16","pubmed-18596919","full_text"
"1961","1","wos:000165951100052","full_text"
"1962","6","wos:000176497400002","full_text"
"1963","1","wos:000188512700024","full_text"
"1964","22","wos:000223724900014","full_text"
"1965","1","wos:000223983800014","full_text"
"1966","1","wos:000226867300027","full_text"
"1967","1","wos:000228702900002","full_text"
"1968","1","wos:000229048500063","full_text"
"1969","1","wos:000229387900012","full_text"
"1970","10","wos:000230165600021","full_text"
"1971","1","wos:000233460400008","full_text"
"1972","1","wos:000236175400008","full_text"
"1973","4","wos:000238660400052","full_text"
"1974","2","wos:000239616400064","full_text"
"1975","1","wos:000243516800007","full_text"
"1976","2","wos:000248597600013","full_text"
"1977","29","wos:000249130400020","full_text"
"1978","1","wos:000249347700008","full_text"
"1979","11","pubmed-35093145","full_text"
"1980","1","wos:000255382000018","full_text"
"1981","1","wos:000255516600011","full_text"
"1982","1","wos:000259763500017","full_text"
"1983","2","pubmed-35095474","full_text"
"1984","6","wos:000264426800007","full_text"
"1985","13","pubmed-35058544","full_text"
"1986","2","pubmed-35064518","full_text"
"1987","1","pubmed-35147547","full_text"
"1988","1","pubmed-35177691","full_text"
"1989","13","pubmed-35185574","full_text"
"1990","12","pubmed-35243253","full_text"
"1991","5","pubmed-35235649","full_text"
"1992","11","pubmed-35236988","full_text"
"1993","2","pubmed-35253742","full_text"
"1994","1","pubmed-35253753","full_text"
"1995","3","pubmed-35253770","full_text"
"1996","20","pubmed-35254410","full_text"
"1997","22","pubmed-35254602","full_text"
"1998","13","pubmed-35260557","full_text"
"1999","1","pubmed-35296808","full_text"
"2000","3","pubmed-35277173","full_text"
"2001","1","pubmed-35286657","full_text"
"2002","1","pubmed-35286997","full_text"
"2003","1","embase-2001203943","full_text"
"2004","1","pubmed-35299945","full_text"
"2005","11","pubmed-35315217","full_text"
"2006","3","pubmed-35321401","full_text"
"2007","3","pubmed-35323931","full_text"
"2008","2","pubmed-35341145","full_text"
"2009","6","pubmed-35339896","full_text"
"2010","9","pubmed-35342085","full_text"
"2011","2","pubmed-35342364","full_text"
"2012","9","pubmed-35587310","full_text"
"2013","1","pubmed-35351881","full_text"
"2014","16","pubmed-35352880","full_text"
"2015","1","pubmed-35359142","full_text"
"2016","1","pubmed-35359570","full_text"
"2017","4","pubmed-35368053","full_text"
"2018","1","pubmed-35386301","full_text"
"2019","7","pubmed-35393558","full_text"
"2020","1","pubmed-35402070","full_text"
"2021","10","pubmed-35421203","full_text"
"2022","1","pubmed-35431249","full_text"
"2023","1","pubmed-35444256","full_text"
"2024","37","pubmed-35448027","full_text"
"2025","5","pubmed-35458638","full_text"
"2026","2","pubmed-35473943","full_text"
"2027","1","pubmed-35527559","full_text"
"2028","14","pubmed-35543008","full_text"
"2029","19","scopus-2-s2.0-85129734990","full_text"
"2030","18","pubmed-35546164","full_text"
"2031","1","pubmed-35566501","full_text"
"2032","1","scopus-2-s2.0-85090991322","full_text"
"2033","1","scopus-2-s2.0-85112526164","full_text"
"2034","2","scopus-2-s2.0-85123164753","full_text"
"2035","4","scopus-2-s2.0-85123848809","full_text"
"2036","1","scopus-2-s2.0-85123904877","full_text"
"2037","1","scopus-2-s2.0-85123905556","full_text"
"2038","1","pubmed-30610591","full_text"
"2039","1","scopus-2-s2.0-85124302213","full_text"
"2040","2","scopus-2-s2.0-85124719780","full_text"
"2041","1","pubmed-35591951","full_text"
"2042","15","scopus-2-s2.0-85124775865","full_text"
"2043","5","scopus-2-s2.0-85125370212","full_text"
"2044","1","scopus-2-s2.0-85125481807","full_text"
"2045","1","embase-70500964","full_text"
"2046","42","scopus-2-s2.0-85125593906","full_text"
"2047","7","scopus-2-s2.0-85125596107","full_text"
"2048","16","scopus-2-s2.0-85125927988","full_text"
"2049","1","scopus-2-s2.0-85125839854","full_text"
"2050","15","scopus-2-s2.0-85126676694","full_text"
"2051","1","scopus-2-s2.0-85125970402","full_text"
"2052","7","scopus-2-s2.0-85126053312","full_text"
"2053","1","scopus-2-s2.0-85126200570","full_text"
"2054","7","scopus-2-s2.0-85126206245","full_text"
"2055","1","pubmed-35596040","full_text"
"2056","8","scopus-2-s2.0-85126700748","full_text"
"2057","1","scopus-2-s2.0-85126718899","full_text"
"2058","1","scopus-2-s2.0-85126724111","full_text"
"2059","1","pubmed-35624994","full_text"
"2060","1","scopus-2-s2.0-85126924570","full_text"
"2061","34","scopus-2-s2.0-85127173077","full_text"
"2062","1","pubmed-35585301","full_text"
"2063","1","scopus-2-s2.0-85127386448","full_text"
"2064","2","scopus-2-s2.0-85127441460","full_text"
"2065","1","scopus-2-s2.0-85127493944","full_text"
"2066","13","scopus-2-s2.0-85127782932","full_text"
"2067","1","scopus-2-s2.0-85127907354","full_text"
"2068","1","scopus-2-s2.0-85128157787","full_text"
"2069","1","scopus-2-s2.0-85128202773","full_text"
"2070","22","scopus-2-s2.0-85128304112","full_text"
"2071","4","scopus-2-s2.0-85128278524","full_text"
"2072","1","embase-2001205145","full_text"
"2073","5","scopus-2-s2.0-85128619484","full_text"
"2074","8","scopus-2-s2.0-85128655249","full_text"
"2075","7","scopus-2-s2.0-85128727317","full_text"
"2076","1","scopus-2-s2.0-85129093568","full_text"
"2077","1","scopus-2-s2.0-85129112628","full_text"
"2078","35","wos:000740947000029","full_text"
"2079","2","wos:000744482800001","full_text"
"2080","2","wos:000748778000014","full_text"
"2081","1","wos:000751816600001","full_text"
"2082","1","wos:000768536700007","full_text"
"2083","3","wos:000772687800001","full_text"
"2084","12","wos:000775227900028","full_text"
"2085","21","wos:000787910900001","full_text"
"2086","4","pubmed-35568882","full_text"
"2087","1","pubmed-35586776","full_text"
"2088","1","pubmed-35610565","full_text"
"2089","3","scopus-2-s2.0-85129717025","full_text"
"2090","1","pubmed-35628557","full_text"
"2091","1","embase-19156351","full_text"
"2092","1","embase-2001202524","full_text"
"2093","2","embase-2001202939","full_text"
"2094","1","embase-2001203140","full_text"
"2095","1","embase-2001203173","full_text"
"2096","1","embase-2001203396","full_text"
"2097","1","embase-2001203413","full_text"
"2098","1","embase-2001203570","full_text"
"2099","1","embase-2001203966","full_text"
"2100","2","embase-2001204010","full_text"
"2101","3","embase-2001204297","full_text"
"2102","1","embase-2001204319","full_text"
"2103","1","embase-2001204407","full_text"
"2104","1","embase-2001204602","full_text"
"2105","1","embase-2001204701","full_text"
"2106","3","embase-2001204752","full_text"
"2107","2","embase-2001204823","full_text"
"2108","1","embase-2001204882","full_text"
"2109","2","embase-2001204935","full_text"
"2110","1","embase-2001205009","full_text"
"2111","3","embase-2001205076","full_text"
"2112","3","embase-2001205225","full_text"
"2113","1","embase-2001205242","full_text"
"2114","1","embase-2001205576","full_text"
"2115","1","embase-2002542461","full_text"
"2116","1","embase-2003374058","full_text"
"2117","2","embase-2003374129","full_text"
"2118","1","embase-2003374294","full_text"
"2119","1","embase-2003374325","full_text"
"2120","2","embase-2003374434","full_text"
"2121","2","embase-2003374459","full_text"
"2122","3","embase-2003375847","full_text"
"2123","7","embase-2003374607","full_text"
"2124","1","embase-2003374751","full_text"
"2125","2","embase-2003374948","full_text"
"2126","1","embase-2003374976","full_text"
"2127","1","embase-2003375061","full_text"
"2128","1","embase-2003375126","full_text"
"2129","1","embase-2003375876","full_text"
"2130","1","embase-2003375287","full_text"
"2131","1","embase-2003375404","full_text"
"2132","1","embase-2003375502","full_text"
"2133","1","embase-2003375596","full_text"
"2134","4","embase-2003375633","full_text"
"2135","1","embase-2003375643","full_text"
"2136","2","embase-2003375809","full_text"
"2137","1","embase-2003376522","full_text"
"2138","3","embase-2003376590","full_text"
"2139","1","embase-2003376639","full_text"
"2140","2","embase-2003376742","full_text"
"2141","1","embase-2004676810","full_text"
"2142","10","embase-2004717011","full_text"
"2143","2","embase-51772529","full_text"
"2144","1","embase-2006723009","full_text"
"2145","1","embase-2006777935","full_text"
"2146","7","embase-2007674655","full_text"
"2147","3","embase-2010327762","full_text"
"2148","1","embase-51841612","full_text"
"2149","43","embase-2010973793","full_text"
"2150","1","embase-25252216","full_text"
"2151","1","embase-27282344","full_text"
"2152","23","embase-29233183","full_text"
"2153","1","embase-35014941","full_text"
"2154","1","embase-352366719","full_text"
"2155","22","embase-352678743","full_text"
"2156","1","pubmed-35173603","full_text"
"2157","2","embase-354704260","full_text"
"2158","4","embase-354844932","full_text"
"2159","3","embase-358214364","full_text"
"2160","7","embase-36043676","full_text"
"2161","1","embase-361052731","full_text"
"2162","1","wos:000276739200043","full_text"
"2163","1","embase-362359846","full_text"
"2164","1","embase-362498662","full_text"
"2165","13","embase-362523137","full_text"
"2166","15","embase-362825559","full_text"
"2167","4","embase-365201779","full_text"
"2168","1","embase-366133061","full_text"
"2169","2","embase-368147298","full_text"
"2170","9","embase-368169727","full_text"
"2171","18","embase-368319282","full_text"
"2172","10","embase-369506850","full_text"
"2173","1","embase-368400230","full_text"
"2174","1","embase-368741166","full_text"
"2175","4","embase-369156097","full_text"
"2176","23","embase-369240802","full_text"
"2177","1","pubmed-35326477","full_text"
"2178","1","pubmed-35326480","full_text"
"2179","2","embase-370150882","full_text"
"2180","22","embase-372206434","full_text"
"2181","1","embase-372634229","full_text"
"2182","3","embase-372809969","full_text"
"2183","1","embase-373009494","full_text"
"2184","10","embase-41567174","full_text"
"2185","4","pubmed-35204664","full_text"
"2186","1","embase-44197728","full_text"
"2187","5","embase-44924497","full_text"
"2188","33","embase-50711027","full_text"
"2189","1","embase-50763619","full_text"
"2190","1","embase-51447959","full_text"
"2191","2","embase-52241011","full_text"
"2192","5","embase-52245695","full_text"
"2193","1","embase-52516139","full_text"
"2194","1","embase-600407333","full_text"
"2195","4","embase-603999847","full_text"
"2196","1","embase-605126510","full_text"
"2197","7","embase-606424729","full_text"
"2198","13","pubmed-35903536","full_text"
"2199","1","embase-607672854","full_text"
"2200","60","embase-611615057","full_text"
"2201","60","embase-611615183","full_text"
"2202","2","embase-70501006","full_text"
"2203","60","embase-611615243","full_text"
"2204","12","embase-611615311","full_text"
"2205","18","pubmed-24846212","full_text"
"2206","60","embase-611615485","full_text"
"2207","60","embase-611615586","full_text"
"2208","2","wos:000227919500022","full_text"
"2209","1","wos:000271064000018","full_text"
"2210","3","pubmed-29562529","full_text"
"2211","1","embase-70109822","full_text"
"2212","3","pubmed-33407625","full_text"
"2213","1","pubmed-33717253","full_text"
"2214","21","pubmed-33341653","full_text"
"2215","1","wos:000264412600021","full_text"
"2216","1","pubmed-25360394","full_text"
"2217","11","pubmed-25505877","full_text"
"2218","14","wos:000269806600077","full_text"
"2219","1","pubmed-32892706","full_text"
"2220","1","wos:000228130300002","full_text"
"2221","1","pubmed-32297026","full_text"
"2222","14","embase-911326","full_text"
"2223","7","wos:000251369400002","full_text"
"2224","5","pubmed-22186421","full_text"
"2225","5","pubmed-31186040","full_text"
"2226","1","wos:000279441000013","full_text"
"2227","2","pubmed-11259657","full_text"
"2228","9","pubmed-34380036","full_text"
"2229","15","pubmed-23788007","full_text"
"2230","17","wos:000277027200001","full_text"
"2231","1","pubmed-33752701","full_text"
"2232","10","pubmed-33623128","full_text"
"2233","20","pubmed-32012922","full_text"
"2234","6","embase-70459773","full_text"
"2235","1","pubmed-30454039","full_text"
"2236","1","wos:000244313100036","full_text"
"2237","30","pubmed-21835156","full_text"
"2238","18","embase-71248733","full_text"
"2239","1","pubmed-21709248","full_text"
"2240","1","pubmed-33979573","full_text"
"2241","2","pubmed-30073505","full_text"
"2242","12","scopus-2-s2.0-85127218518","full_text"
"2243","23","pubmed-34266459","full_text"
"2244","8","pubmed-34922273","full_text"
"2245","1","embase-70502906","full_text"
"2246","3","pubmed-34070808","full_text"
"2247","1","pubmed-30421246","full_text"
"2248","5","pubmed-30906861","full_text"
"2249","26","pubmed-27567813","full_text"
"2250","1","wos:000245814800024","full_text"
"2251","1","pubmed-34512509","full_text"
"2252","1","wos:000779757200006","full_text"
"2253","25","wos:000263154700007","full_text"
"2254","9","pubmed-31076275","full_text"
"2255","21","embase-52549822","full_text"
"2256","18","pubmed-31573978","full_text"
"2257","2","pubmed-33708226","full_text"
"2258","2","pubmed-32893437","full_text"
"2259","11","pubmed-23197718","full_text"
"2260","2","pubmed-12391613","full_text"
"2261","2","pubmed-32332118","full_text"
"2262","2","pubmed-21734652","full_text"
"2263","2","pubmed-35115924","full_text"
"2264","23","wos:000208457200021","full_text"
"2265","1","pubmed-31275228","full_text"
"2266","2","embase-70109692","full_text"
"2267","1","wos:000245086100009","full_text"
