StudyId,Title,Authors,PublicationName,AlternateName,Abstract,Url,AuthorAddress,Year,Doi,ReferenceType,Keywords,PdfRelativePath,CustomId,DateTimeCreated,SystematicSearchId,SystematicSearchName,Reconciled,InvestigatorId,InvestigatorName,ScreeningDecision,ScreeningStatus
2004c4c9-f413-4f5c-8d89-4bdc5ffb4128,Amyloid-β Protein Precursor Regulates Depolarization-Induced Calcium-Mediated Synaptic Signaling in Brain Slices,"Chatzistavraki M.Papazafiri P.Efthimiopoulos S ",J Alzheimers Dis,J Alzheimers Dis,BACKGROUND: Coordinated calcium influx upon neuronal depolarization activates pathways that phosphorylate CaMKII ERKs and the transcription factor CREB and therefore expression of pro-survival and neuroprotective genes. Recent evidence indicates that amyloid-β protein precursor (AβPP) is trafficked to synapses and promotes their formation. At the synapse AβPP interacts with synaptic proteins involved in vesicle exocytosis and affects calcium channel function. OBJECTIVE: Herein we examined the role of AβPP in depolarization-induced calcium-mediated signaling using acute cerebral slices from wild-type C57bl/6 mice and AβPP-/- C57bl/6 mice. METHODS: Depolarization of acute cerebral slices from wild-type C57bl/6 and AβPP-/- C57bl/6 mice was used to induce synaptic signaling. Protein levels were examined by western blot and calcium dynamics were assessed using primary neuronal cultures. RESULTS: In the absence of AβPP decreased pCaMKII and pERKs levels were observed. This decrease was sensitive to the inhibition of N- and P/Q-type Voltage Gated Calcium Channels (N- and P/Q-VGCCs) by ω-conotoxin GVIA and ω-conotoxin MVIIC respectively but not to inhibition of L-type VGCCs by nifedipine. However the absence of AβPP did not result in a statistically significant decrease of pCREB which is a known substrate of pERKs. Finally using calcium imaging we found that down regulation of AβPP in cortical neurons results in a decreased response to depolarization and altered kinetics of calcium response. CONCLUSION: AβPP regulates synaptic activity-mediated neuronal signaling by affecting N- and P/Q-VGCCs.,NA,Department of Biology Division of Animal and Human Physiology National and Kapodistrian University of Athens Panepistimiopolis Ilisia Greece.,2020,10.3233/jad-200290,,,,pubmed-32597808,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
1b4fc784-58b1-4312-8562-e6b1be38be5b,Drosophila as a Model to Study the Relationship Between Sleep Plasticity and Memory,"Dissel S ",Front Physiol,Front Physiol,Humans spend nearly a third of their life sleeping yet despite decades of research the function of sleep still remains a mystery. Sleep has been linked with various biological systems and functions including metabolism immunity the cardiovascular system and cognitive functions. Importantly sleep appears to be present throughout the animal kingdom suggesting that it must provide an evolutionary advantage. Among the many possible functions of sleep the relationship between sleep and cognition has received a lot of support. We have all experienced the negative cognitive effects associated with a night of sleep deprivation. These can include increased emotional reactivity poor judgment deficit in attention impairment in learning and memory and obviously increase in daytime sleepiness. Furthermore many neurological diseases like Alzheimer's disease often have a sleep disorder component. In some cases the sleep disorder can exacerbate the progression of the neurological disease. Thus it is clear that sleep plays an important role for many brain functions. In particular sleep has been shown to play a positive role in the consolidation of long-term memory while sleep deprivation negatively impacts learning and memory. Importantly sleep is a behavior that is adapted to an individual's need and influenced by many external and internal stimuli. In addition to being an adaptive behavior sleep can also modulate plasticity in the brain at the level of synaptic connections between neurons and neuronal plasticity influences sleep. Understanding how sleep is modulated by internal and external stimuli and how sleep can modulate memory and plasticity is a key question in neuroscience. In order to address this question several animal models have been developed. Among them the fruit fly Drosophila melanogaster with its unparalleled genetics has proved to be extremely valuable. In addition to sleep Drosophila has been shown to be an excellent model to study many complex behaviors including learning and memory. This review describes our current knowledge of the relationship between sleep plasticity and memory using the fly model.,NA,Department of Molecular Biology and Biochemistry School of Biological and Chemical Sciences University of Missouri-Kansas City Kansas City MO United States.,2020,10.3389/fphys.2020.00533,,,,pubmed-32547415,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
fe8c5701-ba46-4c4c-ae2a-1ff25ae869eb,Early life stress amplifies fear responses and hippocampal synaptic potentiation in the APPswe/PS1dE9 Alzheimer mouse model,"Lesuis S. L.Lucassen P. J.Krugers H. J ",Neuroscience,Neuroscience,Cognitive deficits and alterations in emotional behaviour are typical features of Alzheimer's disease (AD). Moreover exposure to stress or adversity during the early life period has been associated with an acceleration of cognitive deficits and increased AD pathology in transgenic AD mouse models. Whether and how early life adversity affects fear memory in AD mice remains elusive. We therefore investigated whether exposure to early life stress (ELS) alters fear learning in APPswe/PS1dE9 mice a classic mouse model for AD and whether this is accompanied by alterations in hippocampal synaptic potentiation an important cellular substrate for learning and memory. Transgenic APPswe/PS1dE9 mice were subjected to ELS by housing the dams and her pups with limited nesting and bedding material from postnatal days 2-9. Following a fear conditioning paradigm 12-month-old ELS-exposed APPswe/PS1dE9 mice displayed enhanced contextual freezing behaviour both in the conditioning context and in a novel context. ELS-exposed APPswe/PS1dE9 mice also displayed enhanced hippocampal synaptic potentiation even in the presence of the GluN2B antagonist Ro25-6981 (which prevented synaptic potentiation in control mice). No differences in the level of PSD-95 or synaptophysin were observed between the groups. We conclude that in APPswe/PS1dE9 mice ELS increases fear memory in the conditioning context as well as a novel context which is accompanied by aberrant hippocampal synaptic potentiation. These results may help to understand how individual differences in the vulnerability to develop AD arise and emphasise the importance of the early postnatal time window in these differences. This article is part of Special Issue entitled: Lifestyle and Brain Metaplasticity.,NA,"Brain Plasticity Group Swammerdam Institute for Life Sciences Center for Neuroscience University of Amsterdam the Netherlands. Electronic address: S.L.Lesuis@uva.nl.
Brain Plasticity Group Swammerdam Institute for Life Sciences Center for Neuroscience University of Amsterdam the Netherlands.",2021,10.1016/j.neuroscience.2019.07.012,,,,pubmed-31302265,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
01e3c06e-74a9-4e0e-9c92-0b9f87e74225,"The Effect of Sericin on the Cognitive Impairment, Depression, and Anxiety Caused by Learned Helplessness in Male Mice","Vatandoust S.M ;Meftahi G.H ",Journal of Molecular Neuroscience,NA,"Learned helplessness (LH) induces cognitive and emotional abnormalities via alteration of synaptic and apoptotic markers in the hippocampus. Given the sericin’s neuroprotective effects on different experimental models, this study aimed to address whether sericin is able to reduce LH-induced behavioral and molecular changes in the mouse model. Sixty male mice (3 months old) were randomly divided into control, normal saline (NS), and/or different doses of sericin (Ser [100, 200, and 300 mg/kg]) for 21 days. Accordingly, the animals in NS and sericin-treated groups were subjected to 1 day learned helplessness protocol. Behavioral deficits were evaluated and alterations in both synaptic and apoptotic factors were evaluated in the hippocampus. Induction of LH was associated with behavioral changes (depression and cognitive impairment). On the other hand, the administration of sericin effectively normalized these deficits. At molecular levels, sericin increased the levels of synaptophysin, synapsin-1, and PSD-95, and decreased apoptosis in the hippocampus. Although the exact mechanisms underlying the neuroprotective effects of sericin are not fully understood, our results showed that this effect mediated via modulation of the synaptic and apoptotic proteins in the hippocampus of LH-subjected mice.",NA,Baqiyatallah University of Medical Sciences,2022,10.1007/s12031-022-01982-3,,,,scopus-2-s2.0-85124719780,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
df541fe9-a24e-4fe5-a1f3-fca9078b0674,DAla2-GIP-GLU-PAL Protects Against Cognitive Deficits and Pathology in APP/PS1 Mice by Inhibiting Neuroinflammation and Upregulating cAMP/PKA/CREB Signaling Pathways,"Yuan L.Zhang J.Guo J. H.Holscher C.Yang J. T.Wu M. N.Wang Z. J.Cai H. Y.Han L. N.Shi H.Han Y. F.Qi J. S ",J Alzheimers Dis,J Alzheimers Dis,BACKGROUND: Alzheimer's disease (AD) is a neurodegenerative disease characterized by progressive decline in cognitive function. Type 2 diabetes mellitus (T2DM) is an important risk factor for AD. Glucose-dependent insulinotropic polypeptide (GIP) has been identified to be effective in T2DM treatment and neuroprotection. OBJECTIVE: The present study investigated the neuroprotective effects and possible mechanisms of DAla2GIP-Glu-PAL a novel long-lasting GIP analogue in APP/PS1 AD mice. METHODS: Multiple behavioral tests were performed to examine the cognitive function of mice. In vivo hippocampus late-phase long-term potentiation (L-LTP) was recorded to reflect synaptic plasticity. Immunohistochemistry and immunofluorescence were used to examine the Aβ plaques and neuroinflammation in the brain. IL-1β TNF-α and cAMP/PKA/CREB signal molecules were also detected by ELISA or western blotting. RESULTS: DAla2GIP-Glu-PAL increased recognition index (RI) of APP/PS1 mice in novel object recognition test elevated spontaneous alternation percentage of APP/PS1 mice in Y maze test and increased target quadrant swimming time of APP/PS1 mice in Morris water maze test. DAla2GIP-Glu-PAL treatment enhanced in vivo L-LTP of APP/PS1 mice. DAla2GIP-Glu-PAL significantly reduced Aβ deposition inhibited astrocyte and microglia proliferation and weakened IL-1β and TNF-α secretion. DAla2GIP-Glu-PAL also upregulated cAMP/PKA/CREB signal transduction and inhibited NF-κB activation in the hippocampus of APP/PS1 mice. CONCLUSION: DAla2GIP-Glu-PAL can improve cognitive behavior synaptic plasticity and central pathological damage in APP/PS1 mice which might be associated with the inhibition of neuroinflammation as well as upregulation of cAMP-/PKA/CREB signaling pathway. This study suggests a potential benefit of DAla2GIP-Glu-PAL in the treatment of AD.,NA,"Department of Physiology Changzhi Medical College Changzhi Shanxi PR China.
Department of Physiology Key Laboratory of Cellular Physiology Ministry of Education Shanxi Medical University Taiyuan Shanxi PR China.
Department of Neurology First Hospital Shanxi Medical University Taiyuan Shanxi PR China.
Research and Experimental Center Henan University of Chinese Medicine Zhengzhou Henan PR China.
Department of Immunology and Microbiology Shanxi Medical University Taiyuan Shanxi PR China.",2021,10.3233/jad-201262,,,,pubmed-33579843,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
a901b665-bc64-4cf0-9896-de71ae80a889,Changes in neuronal excitability and synaptic transmission in nucleus accumbens in a transgenic Alzheimer's disease mouse model,"Fernandez-Perez E. J.Gallegos S.Armijo-Weingart L.Araya A.Riffo-Lepe N. O.Cayuman F.Aguayo L. G ",Scientific Reports,Scientific Reports,Several previous studies showed that hippocampus and cortex are affected in Alzheimer's disease (AD). However other brain regions have also been found to be affected and could contribute with new critical information to the pathophysiological basis of AD. For example volumetric studies in humans have shown a significant atrophy of the striatum particularly in the nucleus Accumbens (nAc). The nAc is a key component of the limbic reward system and it is involved in cognition and emotional behaviors such as pleasure fear aggression and motivations all of which are affected in neurodegenerative diseases such as AD. However its role in AD has not been extensively studied. Therefore using an AD mouse model we investigated if the nAc was affected in 6 months old transgenic 2xTg (APP/PS1) mice. Immunohistochemistry (IHC) analysis in 2xTg mice showed increased intraneuronal A beta accumulation as well as occasional extracellular amyloid deposits detected through Thioflavin-S staining. Interestingly the intracellular A beta pathology was associated to an increase in membrane excitability in dissociated medium spiny neurons (MSNs) of the nAc. IHC and western blot analyses showed a decrease in glycine receptors (GlyR) together with a reduction in the pre- and post-synaptic markers SV2 and gephyrin respectively which correlated with a decrease in glycinergic miniature synaptic currents in nAc brain slices. Additionally voltage-clamp recordings in dissociated MSNs showed a decrease in AMPA- and Gly-evoked currents. Overall these results showed intracellular A beta accumulation together with an increase in excitability and synaptic alterations in this mouse model. These findings provide new information that might help to explain changes in motivation anhedonia and learning in the onset of AD pathogenesis.,<Go to ISI>://WOS:000594824100033,"[Fernandez-Perez E. J.; Gallegos S.; Armijo-Weingart L.; Araya A.; Riffo-Lepe N. O.; Cayuman F.; Aguayo L. G.] Univ Concepcion Dept Physiol Lab Neurophysiol Barrio Univ S-NPOB 160-C Concepcion Chile.
Fernandez-Perez EJ; Gallegos S; Aguayo LG (corresponding author) Univ Concepcion Dept Physiol Lab Neurophysiol Barrio Univ S-NPOB 160-C Concepcion Chile.
edfernandez@udec.cl; scarletgallegos@udec.cl; laguayo@udec.cl",2020,10.1038/s41598-020-76456-w,,,,wos:000594824100033,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
85196d1f-f077-4d69-bf4e-702964c13807,Evaluation of Hemisphere Lateralization with Bilateral Local Field Potential Recording in Secondary Motor Cortex of Mice,"Chen Y.Li M.Zheng Y.Yang L ",J Vis Exp,J Vis Exp,This article demonstrates complete detailed procedures for both in vivo bilateral recording and analysis of local field potential (LFP) in the cortical areas of mice which are useful for evaluating possible laterality deficits as well as for assessing brain connectivity and coupling of neural network activities in rodents. The pathological mechanisms underlying Alzheimer's disease (AD) a common neurodegenerative disease remain largely unknown. Altered brain laterality has been demonstrated in aging people but whether or not abnormal lateralization is one of the early signs of AD has not been determined. To investigate this we recorded bilateral LFPs in 3-5-month-old AD model mice APP/PS1 together with littermate wild type (WT) controls. The LFPs of the left and right secondary motor cortex (M2) specifically in the gamma band were more synchronized in APP/PS1 mice than in WT controls suggesting a declined hemispheric asymmetry of bilateral M2 in this AD mouse model. Notably the recording and data analysis processes are flexible and easy to carry out and can also be applied to other brain pathways when conducting experiments that focus on neuronal circuits.,NA,"School of Life Sciences Guangzhou University; Institute for Brain Research and Rehabilitation South China Normal University.
School of Life Sciences South China Normal University.
School of Life Sciences Guangzhou University; yang_li@gzhu.edu.cn.",2019,10.3791/59310,,,,pubmed-31424430,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
d9413136-affe-48fe-bbb4-4befe807ddaf,Long-Term Consequence of Non-neurotropic H3N2 Influenza A Virus Infection for the Progression of Alzheimer's Disease Symptoms,"Hosseini S.Michaelsen-Preusse K.Schughart K.Korte M ",Front Cell Neurosci,Front Cell Neurosci,Influenza viruses until today are a leading cause of worldwide severe pandemics and represent a major threat to human and animal health. Although the primary target of influenza viruses is the lung infection may manifest with acute and even chronic neurological complications (e.g. status epilepticus encephalopathies and encephalitis) potentially increasing the long-term risk for neurodegenerative diseases. We previously described that a peripheral influenza A virus (IAV) infection caused by non-neurotropic H3N2 (maHK68) variant leads to long-term neuroinflammation and synapse loss together with impaired memory formation in young adult mice. Processes of neuroinflammation have been associated with neurodegenerative diseases such as Alzheimer's disease (AD) and prolonged or excessive innate immune responses are considered a risk factor for AD. Here the role of purely peripheral IAV infection for the development and progression of AD in a transgenic mouse model (APP/PS1) was investigated. At 2 months of age mice were infected with H3N2 IAV and the detailed analysis of microglia morphology revealed neuroinflammation in the hippocampus already of 6 months old non-infected APP/PS1 mice together with impaired spatial learning however microglia activation amyloid-β plaques load and cognitive impairments were even more pronounced in APP/PS1 mice upon H3N2 infection. Moreover CA1 hippocampal dendritic spine density was reduced even at 120 dpi compared to wild-type and also to non-infected APP/PS1 mice whereas neuronal cells number was not altered. These findings demonstrate that non-neurotropic H3N2 IAV infection as a peripheral immune stimulation may exacerbate AD symptoms possibly by triggering microglial hyperactivation.,NA,"Department of Cellular Neurobiology Zoological Institute TU-Braunschweig Braunschweig Germany.
Neuroinflammation and Neurodegeneration Group Helmholtz Centre for Infection Research Braunschweig Germany.
Department of Infection Genetics Helmholtz Centre for Infection Research Braunschweig Germany.
Department of Infection Genetics University of Veterinary Medicine Hannover Hanover Germany.
Department of Microbiology Immunology and Biochemistry University of Tennessee Health Science Center Memphis TN United States.",2021,10.3389/fncel.2021.643650,,,,pubmed-33994946,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
bcb8fe5d-6b5d-4d4e-8f5c-b7f4763f2265,Calcium Channel Blockade Ameliorates Endoplasmic Reticulum Stress in the Hippocampus Induced by Amyloidopathy in the Entorhinal Cortex,"Ghanbari-Maman A.Ghasemian-Roudsari F.Aliakbari S.Gholami Pourbadie H.Khodagholi F.Shaerzadeh F.Daftari M ",Iran J Pharm Res,Iran J Pharm Res,Entorhinal cortex (EC) is one of the first cerebral regions affected in Alzheimer's disease (AD). The pathology propagates to neighboring cerebral regions through a prion-like mechanism. In AD intracellular calcium dyshomeostasis is associated with endoplasmic reticulum (ER) stress. This study was designed to examine hippocampal ER stress following EC amyloidopathy. Aβ1-42 was bilaterally microinjected into the EC under stereotaxic surgery. Rats were daily treated with 30 μg of isradipine nimodipine or placebo over one week. Passive avoidance and novel object recognition (NOR) tasks were performed using shuttle box and NOR test respectively. GRP78/BiP and CHOP levels were measured in the hippocampal dentate gyrus (DG) by western blot technique. The glutathione (GSH) level and PDI activity were also assessed in the hippocampus by colorimetric spectrophotometer. Aβ treated group developed passive avoidance and novel recognition memory deficit compared to the control group. However treatment with calcium channel blockers reversed the impairment. BiP and CHOP level increased in the hippocampus following amyloidopathy in the EC. PDI activity and GSH level in the hippocampus decreased in the Aβ treated group but calcium channel blockers restored them toward the control level. In conclusion memory impairment due to EC amyloidopathy is associated with ER stress related bio-molecular changes in the hippocampus and treatment with L-type calcium channel blockers may prevent the changes and ultimately improve cognitive performance.,NA,"Department of Physiology and Pharmacology Pasteur Institute of Iran Tehran Iran.
Department of Biology Faculty of Sciences University of Zanjan Zanjan Iran.
Neuroscience Research Center Shahid Beheshti University of Medical Sciences Tehran Iran.
Department of Neuroscience College of Medicine and McKnight Brain Institute University of Florida Gainesville FL USA.",2019,10.22037/ijpr.2019.111532.13216,,,,pubmed-32641955,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
8561a293-d4c2-4610-a3da-164417b498d5,High levels of 27-hydroxycholesterol results in synaptic plasticity alterations in the hippocampus,"Loera-Valencia R.Vazquez-Juarez E.Muñoz A.Gerenu G.Gómez-Galán M.Lindskog M.DeFelipe J.Cedazo-Minguez A.Merino-Serrais P ",Sci Rep,Sci Rep,Alterations in brain cholesterol homeostasis in midlife are correlated with a higher risk of developing Alzheimer's disease (AD). However global cholesterol-lowering therapies have yielded mixed results when it comes to slowing down or preventing cognitive decline in AD. We used the transgenic mouse model Cyp27Tg with systemically high levels of 27-hydroxycholesterol (27-OH) to examine long-term potentiation (LTP) in the hippocampal CA1 region combined with dendritic spine reconstruction of CA1 pyramidal neurons to detect morphological and functional synaptic alterations induced by 27-OH high levels. Our results show that elevated 27-OH levels lead to enhanced LTP in the Schaffer collateral-CA1 synapses. This increase is correlated with abnormally large dendritic spines in the stratum radiatum. Using immunohistochemistry for synaptopodin (actin-binding protein involved in the recruitment of the spine apparatus) we found a significantly higher density of synaptopodin-positive puncta in CA1 in Cyp27Tg mice. We hypothesize that high 27-OH levels alter synaptic potentiation and could lead to dysfunction of fine-tuned processing of information in hippocampal circuits resulting in cognitive impairment. We suggest that these alterations could be detrimental for synaptic function and cognition later in life representing a potential mechanism by which hypercholesterolemia could lead to alterations in memory function in neurodegenerative diseases.,NA,"Department of Neurobiology Care Sciences and Society Division of Neurogeriatrics Center for Alzheimer Research Karolinska Institutet Stockholm Sweden.
Instituto Cajal (CSIC) Avenida Doctor Arce 37 28002 Madrid Spain.
Laboratorio Cajal de Circuitos Corticales Centro de Tecnología Biomédica Universidad Politécnica de Madrid Campus Montegancedo S/N Pozuelo de Alarcón 28223 Madrid Spain.
Departamento de Biología Celular Universidad Complutense Madrid Spain.
Biodonostia Health Research Institute Neuroscience Area Donostia-San Sebastián Gipuzkoa Spain.
Department of Physiology and Pharmacology Section for Anesthesiology and Intensive Care Medicine Karolinska Institutet Stockholm Sweden.
Centro de Investigación Biomédica en Red Sobre Enfermedades Neurodegenerativas (CIBERNED) ISCIII Madrid Spain.
Department of Neurobiology Care Sciences and Society Division of Neurogeriatrics Center for Alzheimer Research Karolinska Institutet Stockholm Sweden. angel.cedazo-minguez@ki.se.
Department of Neurobiology Care Sciences and Society Division of Neurogeriatrics Center for Alzheimer Research Karolinska Institutet Stockholm Sweden. paula.merino-serrais@cajal.csic.es.
Instituto Cajal (CSIC) Avenida Doctor Arce 37 28002 Madrid Spain. paula.merino-serrais@cajal.csic.es.
Laboratorio Cajal de Circuitos Corticales Centro de Tecnología Biomédica Universidad Politécnica de Madrid Campus Montegancedo S/N Pozuelo de Alarcón 28223 Madrid Spain. paula.merino-serrais@cajal.csic.es.",2021,10.1038/s41598-021-83008-3,,,,pubmed-33580102,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Included,Included
7b6fec39-01c4-4eac-852e-9488525731bd,Monoclonal antibody-mediated immunosuppression enables long-term survival of transplanted human neural stem cells in mouse brain,Lisa M. McGinley;Kevin S. Chen;Shayna N. Mason;Diana M. Rigan;Jacquelin F. Kwentus;John M. Hayes;Emily D. Glass;Evan L. Reynolds;Geoffrey G. Murphy;Eva L. Feldman,CLINICAL AND TRANSLATIONAL MEDICINE,NA,"Background As the field of stem cell therapy advances, it is important to develop reliable methods to overcome host immune responses in animal models. This ensures survival of transplanted human stem cell grafts and enables predictive efficacy testing. Immunosuppressive drugs derived from clinical protocols are frequently used but are often inconsistent and associated with toxic side effects. Here, using a molecular imaging approach, we show that immunosuppression targeting costimulatory molecules CD4 and CD40L enables robust survival of human xenografts in mouse brain, as compared to conventional tacrolimus and mycophenolate mofetil. Methods Human neural stem cells were modified to express green fluorescent protein and firefly luciferase. Cells were implanted in the fimbria fornix of the hippocampus and viability assessed by non-invasive bioluminescent imaging. Cell survival was assessed using traditional pharmacologic immunosuppression as compared to monoclonal antibodies directed against CD4 and CD40L. This paradigm was also implemented in a transgenic Alzheimer's disease mouse model. Results Graft rejection occurs within 7 days in non-immunosuppressed mice and within 14 days in mice on a traditional regimen. The addition of dual monoclonal antibody immunosuppression extends graft survival past 7 weeks (p < .001) on initial studies. We confirm dual monoclonal antibody treatment is superior to either antibody alone (p < .001). Finally, we demonstrate robust xenograft survival at multiple cell doses up to 6 months in both C57BL/6J mice and a transgenic Alzheimer's disease model (p < .001). The dual monoclonal antibody protocol demonstrated no significant adverse effects, as determined by complete blood counts and toxicity screen. Conclusions This study demonstrates an effective immunosuppression protocol for preclinical testing of stem cell therapies. A transition towards antibody-based strategies may be advantageous by enabling stem cell survival in preclinical studies that could inform future clinical trials.",NA,NA,2022,10.1002/ctm2.1046,,,,wos:000853271000001,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
440783f1-5949-4420-8ab7-f39b523afc59,Okadaic acid attenuates short-term and long-term synaptic plasticity of hippocampal dentate gyrus neurons in rats,"Hamidi N.Nozad A.Sheikhkanloui Milan H.Amani M ",Neurobiol Learn Mem,Neurobiol Learn Mem,Protein phosphorylation states have a pivotal role in regulation of synaptic plasticity and long-term modulation of synaptic transmission. Serine/threonine protein phosphatase 1 (PP1) and 2A (PP2A) have a critical effect on various regulatory mechanisms involved in synaptic plasticity learning and memory. Okadaic acid (OKA) a potent inhibitor of PP1 and PP2A reportedly leads to cognitive decline and Alzheimer's disease (AD)-like pathology. The aim of this study was to examine the effect of OKA on electrophysiological characteristics of hippocampal dentate gyrus (DG) neurons in vivo. Male Wistar rats were divided into two control and OKA groups. OKA was injected intracerebroventricularly (i.c.v.) into lateral ventricles and after two weeks the long-term potentiation (LTP) and paired-pulse responses recorded from hippocampal perforant path-DG synapses in order to assess short-term and long-term synaptic plasticity. Results of this study revealed that OKA-induced inhibition of PP1 and PP2A activity drastically attenuates the field excitatory postsynaptic potential (fEPSP) slope and population spike (PS) amplitude following paired pulse and high frequency stimulation (HFS) of hippocampal DG neurons indicating pre- and post-synaptic involvement in electrical activity of these neurons. Administration of OKA impaired the short-term and long-term spatial memories conducted by Y-maze and passive avoidance tests respectively. OKA-induced attenuation in electrophysiological activity and consequent memory deficits also provide a beneficial tool for studying neurodegenerative disorders such as AD.,NA,"Department of Physiology School of Medicine Ardabil University of Medical Sciences Ardabil Iran.
Department of Physiology School of Medicine Ardabil University of Medical Sciences Ardabil Iran; Department of Anatomy and Neurobiology University of California Irvine CA 92697 USA. Electronic address: m.amani@outlook.com.",2019,10.1016/j.nlm.2019.01.007,,,,pubmed-30630043,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
5d79499d-3c0e-414c-a164-95f49235b89a,Hypertension and Pathogenic hAPP Independently Induce White Matter Astrocytosis and Cognitive Impairment in the Rat,"Levit A.Cheng S.Hough O.Liu Q.Agca Y.Agca C.Hachinski V.Whitehead S. N ",Front Aging Neurosci,Front Aging Neurosci,Hypertension is recognized as a risk factor for Alzheimer disease but the causal link remains undetermined. Although astrocytes and microglia play an important role in maintaining the neurovascular unit astrocytes and microglia have been understudied in comorbid models of hypertension and Alzheimer disease. In this study male transgenic Fischer 344 rats (TgAPP21) overexpressing a pathogenic human amyloid precursor protein received 8 weeks of Angiotensin II infusion to increase blood pressure and the rats were evaluated for astrocytosis microgliosis and cognitive function. A linear relationship between astrocytosis and blood pressure was observed in the corpus callosum and cingulum of wildtype rats with hypertensive wildtype rats matching the elevated baseline astrocytosis seen in normotensive transgenic rats. In contrast hypertensive transgenic rats did not demonstrate a further increase of astrocytosis suggesting a deficient response. Angiotensin II infusion did not affect activation of microglia which were elevated in the white matter and hippocampus of transgenic rats. Angiotensin II infusion did impair both wildtype and transgenic rats' executive functions in the Morris Water Maze. These results present important implications for the interaction between hypertension and pathogenic human amyloid precursor protein expression as Angiotensin II infusion produced cognitive impairments in both genotypes but transgenic rats were additionally impaired in developing a normal astrocytic response to elevated blood pressure.,NA,"Vulnerable Brain Lab Department of Anatomy and Cell Biology Schulich School of Medicine & Dentistry Western University London ON Canada.
Department of Veterinary Pathobiology College of Veterinary Medicine University of Missouri Columbia MO United States.
Department of Clinical Neurological Sciences University Hospital Western University London ON Canada.",2020,10.3389/fnagi.2020.00082,,,,pubmed-32351378,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
